0.9985174211 0.0007562141 0.0007263648
0.9985174788 0.0007285317 0.0007539895
0.9984962025 0.0007530077 0.0007507898
0.9985389451 0.0007316141 0.0007294408
0.9985177578 0.0007422188 0.0007400234
0.9985177578 0.0007422188 0.0007400234
0.9985025545 0.0007498284 0.0007476171
0.9985327772 0.0007347013 0.0007325216
0.9985025545 0.0007498284 0.0007476171
0.9985327772 0.0007347013 0.0007325216
0.9985175835 0.0007520826 0.0007303340
0.9985176243 0.0007325091 0.0007498666
0.9985175835 0.0007520826 0.0007303340
0.9985176243 0.0007325091 0.0007498666
0.9985023777 0.0007598134 0.0007378089
0.9985024189 0.0007399997 0.0007575814
0.9985326052 0.0007444455 0.0007229493
0.9985326457 0.0007251089 0.0007422455
0.9985052376 0.0007565477 0.0007382147
0.9985052712 0.0007404064 0.0007543225
0.9985299168 0.0007440364 0.0007260469
0.9985299499 0.0007282130 0.0007418371
0.9985052376 0.0007565477 0.0007382147
0.9985052712 0.0007404064 0.0007543225
0.9985299168 0.0007440364 0.0007260469
0.9985299499 0.0007282130 0.0007418371
0.9985031687 0.0007589105 0.0007379208
0.9985032077 0.0007401119 0.0007566804
0.9985318649 0.0007443326 0.0007238025
0.9985319033 0.0007259639 0.0007421327
0.9985031687 0.0007589105 0.0007379208
0.9985032077 0.0007401119 0.0007566804
0.9985318649 0.0007443326 0.0007238025
0.9985319033 0.0007259639 0.0007421327
0.9985108661 0.0007550000 0.0007341338
0.9985109050 0.0007363170 0.0007527780
0.9985242969 0.0007481771 0.0007275260
0.9985243355 0.0007296952 0.0007459692
0.9985108661 0.0007550000 0.0007341338
0.9985109050 0.0007363170 0.0007527780
0.9985242969 0.0007481771 0.0007275260
0.9985243355 0.0007296952 0.0007459692
0.9985032889 0.0007538554 0.0007428557
0.9985033072 0.0007450571 0.0007516357
0.9985319820 0.0007393933 0.0007286247
0.9985319999 0.0007307963 0.0007372038
0.9985032889 0.0007538554 0.0007428557
0.9985033072 0.0007450571 0.0007516357
0.9985319820 0.0007393933 0.0007286247
0.9985319999 0.0007307963 0.0007372038
0.9985115269 0.0007493565 0.0007391166
0.9985115436 0.0007413102 0.0007471462
0.9985238897 0.0007431288 0.0007329815
0.9985239064 0.0007351622 0.0007409314
0.9985115269 0.0007493565 0.0007391166
0.9985115436 0.0007413102 0.0007471462
0.9985238897 0.0007431288 0.0007329815
0.9985239064 0.0007351622 0.0007409314
0.9984980686 0.0007561361 0.0007457952
0.9984980855 0.0007480027 0.0007539118
0.9985370724 0.0007364881 0.0007264395
0.9985370889 0.0007286065 0.0007343046
0.9984980686 0.0007561361 0.0007457952
0.9984980855 0.0007480027 0.0007539118
0.9985370724 0.0007364881 0.0007264395
0.9985370889 0.0007286065 0.0007343046
0.9985112769 0.0007581425 0.0007305806
0.9985113297 0.0007327562 0.0007559140
0.9985236426 0.0007518274 0.0007245300
0.9985236951 0.0007266929 0.0007496120
0.9985112769 0.0007581425 0.0007305806
0.9985113297 0.0007327562 0.0007559140
0.9985236426 0.0007518274 0.0007245300
0.9985236951 0.0007266929 0.0007496120
0.9985081439 0.0007532263 0.0007386298
0.9985081696 0.0007408224 0.0007510080
0.9985271515 0.0007436183 0.0007292302
0.9985271771 0.0007314030 0.0007414199
0.9985081439 0.0007532263 0.0007386298
0.9985081696 0.0007408224 0.0007510080
0.9985271515 0.0007436183 0.0007292302
0.9985271771 0.0007314030 0.0007414199
0.9985009561 0.0007568596 0.0007421842
0.9985009820 0.0007443842 0.0007546338
0.9985341896 0.0007400608 0.0007257496
0.9985342150 0.0007279151 0.0007378698
0.9985009561 0.0007568596 0.0007421842
0.9985009820 0.0007443842 0.0007546338
0.9985341896 0.0007400608 0.0007257496
0.9985342150 0.0007279151 0.0007378698
0.9985080079 0.0007579314 0.0007340607
0.9985080529 0.0007362437 0.0007557034
0.9985270179 0.0007482517 0.0007247304
0.9985270626 0.0007268938 0.0007460437
0.9985080079 0.0007579314 0.0007340607
0.9985080529 0.0007362437 0.0007557034
0.9985270179 0.0007482517 0.0007247304
0.9985270626 0.0007268938 0.0007460437
0.9985149690 0.0007454151 0.0007396159
0.9985149765 0.0007418105 0.0007432130
0.9985205224 0.0007426274 0.0007368501
0.9985205299 0.0007390389 0.0007404311
0.9985149690 0.0007454151 0.0007396159
0.9985149765 0.0007418105 0.0007432130
0.9985205224 0.0007426274 0.0007368501
0.9985205299 0.0007390389 0.0007404311
0.9984965636 0.0007546541 0.0007487823
0.9984965712 0.0007509960 0.0007524328
0.9985385786 0.0007335638 0.0007278576
0.9985385860 0.0007300276 0.0007313864
0.9984965636 0.0007546541 0.0007487823
0.9984965712 0.0007509960 0.0007524328
0.9985385786 0.0007335638 0.0007278576
0.9985385860 0.0007300276 0.0007313864
0.9985146514 0.0007573954 0.0007279533
0.9985147081 0.0007301234 0.0007551684
0.9985202064 0.0007545541 0.0007252395
0.9985202630 0.0007274040 0.0007523330
0.9985146514 0.0007573954 0.0007279533
0.9985147081 0.0007301234 0.0007551684
0.9985202064 0.0007545541 0.0007252395
0.9985202630 0.0007274040 0.0007523330
0.9984974953 0.0007572192 0.0007452856
0.9984975154 0.0007474920 0.0007549926
0.9985376028 0.0007369898 0.0007254074
0.9985376225 0.0007275722 0.0007348053
0.9985100465 0.0007591298 0.0007308237
0.9985101008 0.0007329999 0.0007568993
0.9985248289 0.0007515762 0.0007235949
0.9985248828 0.0007257558 0.0007493613
0.9985177110 0.0007470227 0.0007352663
0.9985177310 0.0007374518 0.0007448173
0.9985177110 0.0007470227 0.0007352663
0.9985177310 0.0007374518 0.0007448173
0.9985174597 0.0007553418 0.0007271986
0.9985175138 0.0007293671 0.0007531190
0.9985174597 0.0007553418 0.0007271986
0.9985175138 0.0007293671 0.0007531190
0.9985103466 0.0007459283 0.0007437251
0.9985251250 0.0007385314 0.0007363436
0.9985103466 0.0007459283 0.0007437251
0.9985251250 0.0007385314 0.0007363436
0.9984975429 0.0007523368 0.0007501203
0.9985376488 0.0007322629 0.0007300883
0.9984975429 0.0007523368 0.0007501203
0.9985376488 0.0007322629 0.0007300883
0.9984997498 0.0007534630 0.0007467872
0.9984997591 0.0007489968 0.0007512442
0.9985354839 0.0007355139 0.0007290022
0.9985354930 0.0007311746 0.0007333325
0.9984997498 0.0007534630 0.0007467872
0.9984997591 0.0007489968 0.0007512442
0.9985354839 0.0007355139 0.0007290022
0.9985354930 0.0007311746 0.0007333325
0.9985064726 0.0007500861 0.0007434413
0.9985064818 0.0007456439 0.0007478743
0.9985289168 0.0007388125 0.0007322707
0.9985289259 0.0007344499 0.0007366242
0.9985064726 0.0007500861 0.0007434413
0.9985064818 0.0007456439 0.0007478743
0.9985289168 0.0007388125 0.0007322707
0.9985289259 0.0007344499 0.0007366242
0.9985141144 0.0007556335 0.0007302522
0.9985141627 0.0007324271 0.0007534102
0.9985209133 0.0007521671 0.0007269196
0.9985209615 0.0007290876 0.0007499509
0.9985141144 0.0007556335 0.0007302522
0.9985141627 0.0007324271 0.0007534102
0.9985209133 0.0007521671 0.0007269196
0.9985209615 0.0007290876 0.0007499509
0.9985062433 0.0007596466 0.0007341101
0.9985062918 0.0007362932 0.0007574149
0.9985286922 0.0007482011 0.0007231067
0.9985287402 0.0007252666 0.0007459932
0.9985062433 0.0007596466 0.0007341101
0.9985062918 0.0007362932 0.0007574149
0.9985286922 0.0007482011 0.0007231067
0.9985287402 0.0007252666 0.0007459932
0.9985142541 0.0007512526 0.0007344933
0.9985142844 0.0007366772 0.0007490384
0.9985210521 0.0007478102 0.0007311376
0.9985210824 0.0007333145 0.0007456031
0.9985142541 0.0007512526 0.0007344933
0.9985142844 0.0007366772 0.0007490384
0.9985210521 0.0007478102 0.0007311376
0.9985210824 0.0007333145 0.0007456031
