# Mesh points for postg
# Number of points: 27160
# Format: x y z weight
  8.333333333333333E-03  -1.238904453398770E-01   0.000000000000000E+00   1.317757125659092E-08
 -8.333333333333333E-03  -1.238904453398770E-01   0.000000000000000E+00   1.317757125659092E-08
  0.000000000000000E+00  -1.155571120065437E-01   0.000000000000000E+00   1.317757125659092E-08
  0.000000000000000E+00  -1.322237786732104E-01   0.000000000000000E+00   1.317757125659092E-08
  0.000000000000000E+00  -1.238904453398770E-01   8.333333333333333E-03   1.317757125659092E-08
  0.000000000000000E+00  -1.238904453398770E-01  -8.333333333333333E-03   1.317757125659092E-08
  0.000000000000000E+00  -1.179978888299891E-01   5.892556509887896E-03   4.226742182702246E-08
  0.000000000000000E+00  -1.297830018497649E-01   5.892556509887896E-03   4.226742182702246E-08
  0.000000000000000E+00  -1.179978888299891E-01  -5.892556509887896E-03   4.226742182702246E-08
  0.000000000000000E+00  -1.297830018497649E-01  -5.892556509887896E-03   4.226742182702246E-08
  5.892556509887896E-03  -1.238904453398770E-01   5.892556509887896E-03   4.226742182702246E-08
 -5.892556509887896E-03  -1.238904453398770E-01   5.892556509887896E-03   4.226742182702246E-08
  5.892556509887896E-03  -1.238904453398770E-01  -5.892556509887896E-03   4.226742182702246E-08
 -5.892556509887896E-03  -1.238904453398770E-01  -5.892556509887896E-03   4.226742182702246E-08
  5.892556509887896E-03  -1.179978888299891E-01   0.000000000000000E+00   4.226742182702246E-08
 -5.892556509887896E-03  -1.179978888299891E-01   0.000000000000000E+00   4.226742182702246E-08
  5.892556509887896E-03  -1.297830018497649E-01   0.000000000000000E+00   4.226742182702246E-08
 -5.892556509887896E-03  -1.297830018497649E-01   0.000000000000000E+00   4.226742182702246E-08
  4.811252243246881E-03  -1.190791930966301E-01   4.811252243246881E-03   4.120629933136727E-08
 -4.811252243246881E-03  -1.190791930966301E-01   4.811252243246881E-03   4.120629933136727E-08
  4.811252243246881E-03  -1.287016975831239E-01   4.811252243246881E-03   4.120629933136727E-08
 -4.811252243246881E-03  -1.287016975831239E-01   4.811252243246881E-03   4.120629933136727E-08
  4.811252243246881E-03  -1.190791930966301E-01  -4.811252243246881E-03   4.120629933136727E-08
 -4.811252243246881E-03  -1.190791930966301E-01  -4.811252243246881E-03   4.120629933136727E-08
  4.811252243246881E-03  -1.287016975831239E-01  -4.811252243246881E-03   4.120629933136727E-08
 -4.811252243246881E-03  -1.287016975831239E-01  -4.811252243246881E-03   4.120629933136727E-08
  5.594144535579355E-03  -1.182963008042977E-01   2.618308284854886E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.182963008042977E-01   2.618308284854886E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.294845898754564E-01   2.618308284854886E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.294845898754564E-01   2.618308284854886E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.182963008042977E-01  -2.618308284854886E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.182963008042977E-01  -2.618308284854886E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.294845898754564E-01  -2.618308284854886E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.294845898754564E-01  -2.618308284854886E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.212721370550221E-01   5.594144535579355E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.212721370550221E-01   5.594144535579355E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.265087536247319E-01   5.594144535579355E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.265087536247319E-01   5.594144535579355E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.212721370550221E-01  -5.594144535579355E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.212721370550221E-01  -5.594144535579355E-03   4.146744120613694E-08
  5.594144535579355E-03  -1.265087536247319E-01  -5.594144535579355E-03   4.146744120613694E-08
 -5.594144535579355E-03  -1.265087536247319E-01  -5.594144535579355E-03   4.146744120613694E-08
  2.618308284854886E-03  -1.182963008042977E-01   5.594144535579355E-03   4.146744120613694E-08
 -2.618308284854886E-03  -1.182963008042977E-01   5.594144535579355E-03   4.146744120613694E-08
  2.618308284854886E-03  -1.294845898754564E-01   5.594144535579355E-03   4.146744120613694E-08
 -2.618308284854886E-03  -1.294845898754564E-01   5.594144535579355E-03   4.146744120613694E-08
  2.618308284854886E-03  -1.182963008042977E-01  -5.594144535579355E-03   4.146744120613694E-08
 -2.618308284854886E-03  -1.182963008042977E-01  -5.594144535579355E-03   4.146744120613694E-08
  2.618308284854886E-03  -1.294845898754564E-01  -5.594144535579355E-03   4.146744120613694E-08
 -2.618308284854886E-03  -1.294845898754564E-01  -5.594144535579355E-03   4.146744120613694E-08
  2.410388022979533E-03  -1.214800573168975E-01   7.604242473895614E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.214800573168975E-01   7.604242473895614E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.263008333628566E-01   7.604242473895614E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.263008333628566E-01   7.604242473895614E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.214800573168975E-01  -7.604242473895614E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.214800573168975E-01  -7.604242473895614E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.263008333628566E-01  -7.604242473895614E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.263008333628566E-01  -7.604242473895614E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.162862028659814E-01   2.410388022979533E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.162862028659814E-01   2.410388022979533E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.314946878137726E-01   2.410388022979533E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.314946878137726E-01   2.410388022979533E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.162862028659814E-01  -2.410388022979533E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.162862028659814E-01  -2.410388022979533E-03   3.813695924975057E-08
  2.410388022979533E-03  -1.314946878137726E-01  -2.410388022979533E-03   3.813695924975057E-08
 -2.410388022979533E-03  -1.314946878137726E-01  -2.410388022979533E-03   3.813695924975057E-08
  7.604242473895614E-03  -1.214800573168975E-01   2.410388022979533E-03   3.813695924975057E-08
